city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,zip,gross_floor_area_sqft
denver,4573,Jewell Partners LLC,Apartment,143.1,58.0,308.8,80222,
denver,3407,"10 Emerson Residential, LLC",Apartment,69.9,69.0,370.9,80209,
denver,3908,Mount Loretto,Apartment,60.4,83.0,495.7,80236,
denver,5882,705 Evans,Apartment,37.9,84.0,166.9,80223,
denver,4633,51210-Brookdale Tamarac Square,Apartment,61.3,87.0,956.2,80231,
denver,3503,Griffis Cherry Creek (gr125),Apartment,64.4,90.0,1530.0,80209,
denver,3970,"Albion Court Holdings, L.P.",Apartment,96.5,33.0,590.0,80220,
denver,2866,Liv on Steele,Apartment,58.3,72.0,279.8,80206,
denver,2945,"1280 Lafayette Residential, LLC",Apartment,74.9,96.0,259.1,80218,
denver,5773,Bldg 45 - 660 S. Alton Way,Apartment,42.8,99.0,203.3,80247,
denver,4563,The Ventana at Colorado Station,Apartment,95.6,44.0,1802.5,80222,
denver,4127,Pine Creek Apartments Bldg. 6,Apartment,91.8,52.0,224.8,80247,
denver,2931,Cheesman Club Apartments,Apartment,95.0,57.0,573.1,80206,
denver,2524,Benedict Park Place 1B,Apartment,60.4,60.0,854.2,80205,
denver,2326,Highland 32 (bs44),Apartment,53.2,70.0,851.7,80211,
denver,3213,Decatur Place Apartments,Apartment,66.8,70.0,851.5,80204,
denver,5619,Denizen Apartments - dn79,Apartment,58.5,71.0,1283.2,80223,
denver,5379,Hirschfeld Towers,Apartment,56.4,80.0,959.3,80223,
denver,3862,Mansard Square: 3080 West Iliff Avenue,Apartment,56.5,86.0,149.5,80219,
denver,2971,Franconia,Apartment,55.7,87.0,186.2,80218,
denver,5775,Bldg 47 - 650 S. Alton Way,Apartment,42.6,98.0,210.1,80247,
denver,2349,Villas at Sloan's Lake,Apartment,93.5,46.0,404.1,80204,
denver,2543,837 Park Avenue West,Apartment,55.8,86.0,278.3,80205,
denver,5294,Twin Fountains,Apartment,49.9,95.0,378.6,80227,
denver,5524,Overture Stapleton,Apartment,10.2,100.0,244.1,80238,
denver,3715,RedPeak Colorado Station,Apartment,33.7,100.0,677.4,80210,
denver,2002,Chaffee Park Senior Residences,Apartment,49.7,69.0,372.9,80211,
denver,5391,Freight Residence,Apartment,49.2,72.0,271.9,80216,
denver,3363,50830-Brookdale Parkplace,Apartment,0.0,0.0,0.0,80218,
denver,2910,The Campbell,Apartment,85.3,29.0,244.9,80206,
denver,3886,Loretto Heights - lr024,Apartment,75.8,50.0,2077.3,80236,
denver,5754,Bldg 17 - 715 S. Clinton St.,Apartment,58.5,87.0,160.7,80247,
denver,5785,Bldg 58 - 9315 E. Center Ave.,Apartment,54.0,92.0,248.7,80247,
denver,5197,1476 Pennsylvania St.,Apartment,126.4,14.0,249.7,80206,
denver,4084,Lowry Park (lw02),Apartment,73.2,62.0,4125.4,80230,
denver,3628,Columbine Towers,Apartment,77.3,62.0,887.7,80219,
denver,4785,The District,Apartment,56.3,68.0,2134.5,80222,
denver,2783,William Tell,Apartment,85.3,79.0,351.5,80218,
denver,5762,Bldg 32 - 695 S. Alton Way,Apartment,54.3,92.0,242.4,80247,
denver,5765,Bldg 37 - 700 S. Alton Way,Apartment,51.0,93.0,243.6,80247,
denver,2873,1325 N Garfield St,Apartment,62.6,94.0,280.8,80206,
denver,2261,Tejon Heights,Apartment,46.2,63.0,222.5,80211,
denver,3153,Courthouse Square (26585),Apartment,74.7,67.0,711.7,80204,
denver,2937,Corona Residences,Apartment,69.7,70.0,225.8,80218,
denver,2268,Bstreet,Apartment,43.9,95.0,298.4,80211,
denver,4549,"City Square Apartments, LLC",Apartment,158.7,2.0,1074.7,80222,
denver,2545,Cornerstone Residences,Apartment,118.3,5.0,456.5,80205,
denver,5310,Wheatley,Apartment,80.9,23.0,568.0,80205,
denver,4857,Summitt Ridge Apartment Homes,Apartment,54.2,85.0,1624.1,80237,
denver,4825,Bell Denver Tech Center,Apartment,51.2,87.0,2153.4,80237,
denver,5795,Bldg 68 - 350 S. Clinton St.,Apartment,54.9,88.0,263.8,80247,
denver,3017,Forum Building Housing LP,Apartment,96.2,24.0,585.0,80204,
denver,6009,THE PULLMAN - Greystar,Apartment,86.4,33.0,1653.9,80202,
denver,1050,Parkfield (pf99),Apartment,78.0,43.0,3039.6,80239,
denver,5009,The Pines at Marston Lake,Apartment,67.0,47.0,350.9,80123,
denver,5916,3280 North Downing St,Apartment,53.9,69.0,306.6,80205,
denver,2130,3030 Richard Allen Ct. - Allen Gardens,Apartment,42.3,82.0,208.9,80205,
denver,3238,The Salvation Army Denver Silvercrest Residences,Apartment,55.8,91.0,293.6,80219,
denver,5031,5031 Building 6,Apartment,37.2,95.0,105.4,80123,
denver,5786,Bldg 59 - 9320 E. Center Ave.,Apartment,47.3,98.0,98.5,80247,
denver,3600,Paloma Villas I,Apartment,62.7,80.0,298.8,80219,
denver,2235,Griffis Union Station - sk10,Apartment,54.9,83.0,2214.7,80202,
denver,5784,Bldg 57 - 9300 E. Center Ave.,Apartment,61.9,85.0,263.5,80247,
denver,6025,King Street Apartments,Apartment,56.2,89.0,254.7,80221,
denver,5752,Bldg 14 - 775 S. Alton Way,Apartment,44.7,98.0,209.6,80247,
denver,3496,The Gardens at Cherry Creek,Apartment,39.5,99.0,1023.0,80209,
denver,3234,Casa Dorada: 4600 W. 9th Ave - cs036,Apartment,56.3,64.0,348.2,80204,
denver,1983,Casa Loma,Apartment,61.3,78.0,433.9,80211,
denver,5665,The Den,Apartment,49.6,84.0,2143.7,80237,
denver,2903,1375 High St,Apartment,51.1,96.0,223.8,80218,
denver,5604,Coda,Apartment,49.1,0.0,631.9,80206,
denver,5316,Clocktower Lofts,Apartment,84.8,13.0,282.2,80205,
denver,1977,4765 Federal Blvd,Apartment,44.1,15.0,349.7,80211,
denver,2272,Prospect on Central,Apartment,58.8,42.0,471.4,80211,
denver,4477,Alta Springs,Apartment,80.5,61.0,2610.6,80231,
denver,5165,Jack Kerouac,Apartment,103.5,73.0,269.8,80203,
denver,2181,Waterford RiNo (wt019),Apartment,57.6,79.0,1646.9,80216,
denver,5036,5036 Building 2,Apartment,39.3,94.0,113.0,80123,
denver,5796,Bldg 78 - 495 S. Dayton St.,Apartment,39.3,99.0,212.8,80247,
denver,4018,Alas Over Lowry,Apartment,47.6,100.0,415.0,80230,
denver,4350,Cedar Run Apartments,Apartment,36.2,0.0,1347.3,80224,
denver,4833,Camden Belleview Station,Apartment,68.0,65.0,1667.5,80237,
denver,5373,Lumina,Apartment,44.0,73.0,513.2,80211,
denver,3397,Casa Cordova Apartments,Apartment,85.1,88.0,306.6,80209-2146,
denver,5788,Bldg 61 - 9340 E. Center Ave.,Apartment,56.7,89.0,253.6,80247,
denver,1806,Dahlia Square,Apartment,41.2,89.0,527.2,80207,
denver,3604,Los Altos de Alameda,Apartment,46.7,95.0,270.3,80219,
denver,3730,One Observatory Park - nb10,Apartment,62.7,33.0,1887.8,80210,
denver,2894,Colorado Pointe (lc77),Apartment,61.8,53.0,1108.0,80206,
denver,2291,"Commons Park West - CO (cm48, cm26)",Apartment,69.5,66.0,2008.9,80202,
denver,3143,Penn VII Apartments,Apartment,77.8,72.0,341.1,80203,
denver,3389,Alameda Station,Apartment,38.9,81.0,1981.1,80223,
denver,5770,Bldg 42 - 655 S. Alton Way,Apartment,52.0,91.0,249.0,80247,
denver,5781,Bldg 53 - 9150 E. Center Ave.,Apartment,56.0,92.0,237.3,80247,
denver,2972,El Castillo Apartments,Apartment,45.8,98.0,196.4,80218,
denver,5244,Buerger Brother Lofts,Apartment,87.5,11.0,425.5,80202,
denver,4032,Grand Lowry Lofts,Apartment,98.3,11.0,2413.6,80230,
denver,4134,Pine Creek Apartments Bldg. 15,Apartment,96.8,44.0,236.7,80247,
denver,6035,Renaissance Downtown Lofts,Apartment,64.4,68.0,576.6,80205,
denver,3612,Mountain View,Apartment,66.1,70.0,815.9,80219,
denver,5823,300 East 17th - 17th,Apartment,0.0,0.0,0.0,80203,
denver,2876,Vida Properties,Apartment,82.0,32.0,253.2,80206,
denver,3053,12th & Elati Residences LLC,Apartment,63.6,41.0,522.3,80204,
denver,4345,Bldg 1,Apartment,73.7,44.0,514.1,80224,
denver,5339,Creekside At Amherst Apartments,Apartment,82.8,49.0,1082.4,80227,
denver,2367,Element 47 by Windsor,Apartment,50.3,77.0,1544.3,80211,
denver,5798,Bldg 82 - 9625 E. Center Ave.,Apartment,49.9,89.0,275.2,80247,
denver,3873,Avon Apartments,Apartment,68.0,90.0,246.0,80236,
denver,5035,5035 Building 1,Apartment,41.2,92.0,115.9,80123,
denver,5756,Bldg 20 - 755 S. Alton Way,Apartment,50.6,95.0,231.1,80247,
denver,5764,Bldg 36 - 665 S. Alton Way,Apartment,44.8,97.0,215.0,80247,
denver,4390,180 Flats- 848 S Dexter,Apartment,90.3,63.0,397.9,80246,
denver,3090,The Boulevard-Simpson,Apartment,45.7,89.0,1781.7,80204,
denver,2946,Park Sedona Apartments,Apartment,55.7,97.0,199.0,80218-2441,
denver,4010,The Lex at Lowry (bk49),Apartment,47.9,98.0,3449.5,80224,
denver,6011,CoLab (cl135),Apartment,41.2,100.0,2017.6,80204,
denver,5032,5032 Building 7,Apartment,22.3,0.0,66.7,80123,
denver,5285,Monaco Parkway Apartments,Apartment,77.1,55.0,343.4,80224,
denver,4684,Retreat at Water's Edge (rt087),Apartment,85.3,55.0,1306.6,80231,
denver,5834,Sable Ridge Apartments - Avanath,Apartment,67.2,62.0,290.7,80239-5213,
denver,5516,Parkside Apartments,Apartment,66.7,75.0,353.1,80238,
denver,3617,THE CHRISTIANA,Apartment,68.8,80.0,217.1,80219,
denver,2693,300 East 17th - Logan,Apartment,0.0,0.0,0.0,80203,
denver,3235,Juanita Nolasco,Apartment,106.8,34.0,1107.0,80204,
denver,5849,Alexan LoHi (xl14),Apartment,51.7,78.0,595.0,80211,
denver,4391,The Rise at Cherry Creek (rs030),Apartment,62.9,96.0,565.7,80246,
denver,3728,University House Denver,Apartment,59.9,96.0,1119.5,80210,
denver,6116,5000 W 38th LLC,Apartment,54.6,87.0,175.1,80212,
denver,5350,Everleigh Central Park (hv56),Apartment,34.2,100.0,797.0,80238,
denver,3450,Northcreek,Apartment,108.3,2.0,2237.4,80206,
denver,2331,Cottage Hills and Trocadero Apartments,Apartment,77.1,16.0,1250.3,80212,
denver,5506,Residence at Governors' Park,Apartment,93.3,65.0,341.9,80203,
denver,3632,Mariposa Apartments,Apartment,85.8,76.0,167.6,80223,
denver,3108,960 Grant,Apartment,71.4,92.0,264.1,80203,
denver,4575,CHERRY PLAZA APARTMENT,Apartment,36.9,94.0,883.8,80222,
denver,6008,Platt Park,Apartment,29.2,100.0,1357.8,80210,
denver,3052,Belvedere Tower,Apartment,65.0,33.0,974.7,80204,
denver,2464,The Manhattan,Apartment,58.3,62.0,1866.7,80202,
denver,2989,"Acacia Investment Group, LLC",Apartment,79.6,77.0,249.6,80223,
denver,4424,Cambridge Place - 1260,Apartment,65.2,89.0,230.9,80246,
denver,3650,Broadway Junction,Apartment,25.5,98.0,316.7,80210,
denver,5394,Mulroy,Apartment,65.6,0.0,389.5,80204,
denver,5575,Venue on 16th - CO (vh30),Apartment,77.4,23.0,1346.5,80206,
denver,3405,Liongate Apartments,Apartment,88.8,44.0,881.7,80218,
denver,4389,180 Flats- 818 S Dexter,Apartment,98.0,60.0,409.1,80246,
denver,5637,Helios - lh38,Apartment,64.6,68.0,1643.0,80111,
denver,1127,NALS REDSTONE-93 LP,Apartment,61.6,68.0,2671.9,80249,
denver,5846,Modera River North (md013),Apartment,60.1,83.0,957.4,80205,
denver,2189,Block 32: 3200 Brighton Blvd - bl098,Apartment,37.9,88.0,1054.1,80216,
denver,4423,Mint Urban Infinity,Apartment,65.3,90.0,2810.2,80246,
denver,4498,Woodstream Village,Apartment,39.7,98.0,1768.0,80231,
denver,1069,Sable Ridge Residences - Avanath,Apartment,69.7,49.0,327.0,80239-5913,
denver,5541,Casa Del Sol Apartments,Apartment,88.7,72.0,632.7,80220,
denver,2810,Sheridan Glen Housing,Apartment,55.2,88.0,424.0,80212,
denver,2324,Landmark Building,Apartment,73.9,0.0,229.6,80211,
denver,4909,Carriage Place Apartment Homes,Apartment,0.0,0.0,0.0,80237,
denver,1691,The Crossing Apartment Homes,Apartment,115.1,37.0,1385.4,80239,
denver,3029,1135 Broadway Residences LLC,Apartment,42.3,90.0,588.4,80204,
denver,5749,Bldg 10 - 720 S. Clinton St.,Apartment,50.9,94.0,238.2,80247,
denver,3297,Bolt Factory Lofts,Apartment,52.7,74.0,167.5,80223,
denver,2534,Benedict Park Place 5B,Apartment,33.5,87.0,484.3,80205,
denver,5783,Bldg 56 - 9155 E. Center Ave.,Apartment,57.0,90.0,252.5,80247,
denver,3882,The Amherst,Apartment,64.7,98.0,230.5,80236,
denver,5757,Bldg 26 - 745 S. Alton Way,Apartment,48.5,98.0,199.3,80247,
denver,5320,Studio LoHi-Simpson,Apartment,27.9,100.0,288.1,80211,
denver,2356,Denver Metro Village,Apartment,70.7,76.0,851.5,80204,
denver,3055,1255 Galapago Street,Apartment,56.0,87.0,701.4,80204,
denver,2551,2020 Lawrence (lw26),Apartment,35.5,90.0,1694.1,80205,
denver,5034,5034 Building 9,Apartment,42.0,91.0,118.7,80123,
denver,1839,Ulster,Apartment,0.0,0.0,0.0,80220,
denver,2807,1601 Colorado,Apartment,67.8,78.0,681.9,80220,
denver,4118,Building 12,Apartment,48.1,83.0,145.3,80230,
denver,5429,Tennyson 44,Apartment,55.9,84.0,217.7,80212,
denver,5840,Tennyson Place,Apartment,39.4,97.0,325.5,80212,
denver,5799,Bldg 84 - 580 S. Clinton St.,Apartment,41.8,98.0,205.1,80247,
denver,3481,Steele Creek,Apartment,73.2,31.0,2275.7,80206,
denver,3231,CO - Casa de Rosal: Casa de Rosal,Apartment,49.1,74.0,280.5,80204,
denver,3686,University Station Apartments,Apartment,45.5,78.0,331.2,80210,
denver,2314,Mark III,Apartment,62.7,85.0,144.2,80211,
denver,3109,Colburn Hotel,Apartment,123.6,23.0,565.3,80203,
denver,2266,Centric LoHi by Windsor,Apartment,55.0,77.0,2229.3,80211,
denver,6074,Yale Station Apartments LLC,Apartment,46.4,83.0,411.4,80222,
denver,5883,Ash Street Affordable Housing,Apartment,45.7,90.0,675.5,80220,
denver,2692,300 East 17th - Grant,Apartment,0.0,0.0,0.0,80203,
denver,5417,Park Hill Station,Apartment,91.2,33.0,983.9,80216,
denver,2385,CO - Sunset Park Apartments: Sunset Park Apartments,Apartment,71.2,69.0,1233.9,80202,
denver,4879,Edge DTC Building F,Apartment,60.0,78.0,141.7,80237,
denver,2755,Hilltop CO,Apartment,57.7,93.0,233.5,80203,
denver,2817,Sheridan South,Apartment,82.8,70.0,201.0,80227,
denver,5767,Bldg 39 - 710 S. Alton Way,Apartment,53.8,92.0,247.7,80247,
denver,5755,Bldg 18 - 795 S. Alton Way,Apartment,44.2,97.0,219.2,80247,
denver,5894,North Colorado Station,Apartment,210.6,1.0,1310.3,80205,
denver,4125,Pine Creek Apartments Bldg. 2 & 3,Apartment,109.9,36.0,535.6,80247,
denver,2909,Nuvo Modern Rentals,Apartment,90.4,68.0,347.4,80206,
denver,4119,Building 13,Apartment,51.1,77.0,154.4,80230,
denver,4519,Mosaic: 7100 E EVANS AVE - ms037,Apartment,97.2,35.0,1564.3,80224,
denver,5871,210 St Paul Collection,Apartment,58.0,62.0,1084.1,80206,
denver,2893,Metropolis Apartments (mp92),Apartment,68.0,82.0,349.0,80206,
denver,6139,Marycrest Apartments LLC,Apartment,43.0,83.0,274.7,80221,
denver,5337,Aria Apartments,Apartment,45.3,83.0,390.1,80221,
denver,5780,Bldg 52 - 585 S. Alton Way,Apartment,55.3,89.0,256.3,80247,
denver,3727,Arlington Apartments,Apartment,64.1,93.0,243.6,80210,
denver,2883,Higgins Plaza,Apartment,98.0,19.0,482.2,80206,
denver,4128,Pine Creek Apartments Bldg. 7 & 9,Apartment,121.5,35.0,499.0,80247,
denver,5853,X@Sloans,Apartment,53.4,69.0,298.7,80204,
denver,5769,Bldg 41 - 680 S. Alton Way,Apartment,43.2,98.0,212.3,80247,
denver,2733,The Point Owners Association,Apartment,57.8,44.0,549.5,80205,
denver,1805,Liggins Tower,Apartment,64.4,58.0,479.3,80207,
denver,3103,Archer Towers (mz02),Apartment,35.0,97.0,1156.1,80203,
denver,3969,Grandview Towers,Apartment,82.6,51.0,578.4,80206,
denver,5606,Riverfront Tower/Promenade Lofts,Apartment,50.8,71.0,2001.8,80202,
denver,4642,3300 Tamarac,Apartment,55.6,94.0,1862.0,80231,
denver,2544,2321 Champa St,Apartment,67.0,40.0,322.2,80205,
denver,4133,Pine Creek Apartments Bldg. 13 & 14,Apartment,111.2,40.0,576.4,80247,
denver,4392,IMT Cherry Creek,Apartment,102.4,46.0,1637.6,80246,
denver,3934,Chateau Nicole,Apartment,72.6,68.0,346.1,80220,
denver,2245,Burlington,Apartment,67.4,0.0,291.7,80205,
denver,5851,Slohi Flats,Apartment,77.7,5.0,439.6,80214,
denver,4116,Building 9,Apartment,58.6,54.0,179.5,80230,
denver,5211,Detroit Terraces,Apartment,69.6,58.0,255.5,80206,
denver,2882,Stan Johnson,Apartment,120.1,62.0,288.4,80206,
denver,2901,Mirabeau Manor,Apartment,71.9,72.0,149.5,80218,
denver,5278,6 Broadway,Apartment,76.2,73.0,178.6,80203,
denver,3933,Grace Apartments,Apartment,79.1,87.0,299.7,80220,
denver,5766,Bldg 38 - 675 S. Alton Way,Apartment,43.2,98.0,212.1,80247,
denver,5714,The Apartments At Denver Place - dn22,Apartment,31.9,98.0,759.6,80202,
denver,5179,Denver Family,Apartment,137.2,33.0,772.2,80219,
denver,4709,Advenir at French Quarter LLC,Apartment,57.0,83.0,1469.1,80014,
denver,5855,Eliot Street Apartments,Apartment,63.8,88.0,321.7,80211,
denver,2662,Uptown Square (pw25),Apartment,57.4,92.0,3777.3,80203,
denver,5028,5028 Building 3,Apartment,39.9,92.0,118.1,80123,
denver,2168,Renaissance Riverfront Lofts,Apartment,87.6,45.0,503.9,80216,
denver,2523,One Lincoln Park,Apartment,58.3,59.0,2357.5,80202,
denver,5140,Ruby Hill Residences,Apartment,49.0,60.0,622.8,80223,
denver,3105,The Chateau,Apartment,68.8,91.0,154.0,80203,
denver,3414,Country Club Gardens 4,Apartment,100.1,28.0,235.6,80209,
denver,5381,Highland Place,Apartment,69.5,31.0,464.2,80211,
denver,3093,1000 Grant,Apartment,67.8,39.0,683.4,80203,
denver,3371,Baker Tower,Apartment,83.3,69.0,582.1,80223,
denver,5249,Walsh Annex,Apartment,64.6,77.0,456.6,80223,
denver,5888,JP Yale Street Station,Apartment,38.4,92.0,665.4,80222,
denver,2528,Bean Towers,Apartment,83.1,35.0,1189.1,80205,
denver,2744,Marian Plaza,Apartment,61.7,75.0,571.3,80218,
denver,4375,The Atrii Apartments - tr074,Apartment,69.1,98.0,610.8,80246,
denver,5942,M A W,Apartment,46.4,0.0,119.1,80211,
denver,3641,Walsh Manor,Apartment,75.1,59.0,487.9,80223,
denver,5879,Del Corazon - dl032,Apartment,55.3,77.0,206.3,80219,
denver,2801,IMT at City Park,Apartment,63.1,39.0,1786.0,80206,
denver,5809,Residences at Fillmore Plaza,Apartment,42.5,40.0,285.6,80206,
denver,4131,Pine Creek Apartments Bldg. 11,Apartment,89.2,53.0,225.6,80247,
denver,2690,Grosvenor Arms: 333 East 16th,Apartment,118.6,56.0,479.9,80203,
denver,5602,Clare Gardens,Apartment,94.6,63.0,1143.2,80212,
denver,5791,Bldg 64 - 9385 E. Center Ave.,Apartment,59.7,80.0,290.0,80247,
denver,2352,CO - Brandon Courtyard: CO - Brandon Courtyard,Apartment,42.5,87.0,470.3,80204,
denver,5778,Bldg 50 - 615 S. Alton Way,Apartment,54.9,92.0,248.0,80247,
denver,3233,Martinez and Nettie Moore - mr142,Apartment,52.0,94.0,181.4,80206,
denver,4135,Pine Creek Apartments Bldg. 16 & 17,Apartment,92.1,54.0,465.4,80247,
denver,2380,Turntable Studios,Apartment,47.1,83.0,752.5,80204,
denver,3411,77 Ogden,Apartment,65.7,94.0,257.4,80209,
denver,6115,Willow Street Apartments,Apartment,71.1,0.0,85.1,80220,
denver,4136,Pine Creek Apartments Bldg. 18,Apartment,94.5,46.0,248.2,80247,
denver,3681,Trivium Apartments,Apartment,65.5,77.0,429.2,80210,
denver,6016,TriVista on Speer,Apartment,37.1,100.0,1677.2,80204,
denver,5397,Chestnut Ridge (ch04),Apartment,129.7,10.0,937.9,80273,
denver,2221,Ball Park Lofts (bp08),Apartment,90.0,39.0,2697.3,80205,
denver,2542,827 Park Avenue West,Apartment,55.8,78.0,186.5,80205,
denver,5459,515 Park Ave West,Apartment,36.8,93.0,132.0,80205,
denver,5875,Gables Residences,Apartment,48.0,97.0,918.4,80209,
denver,5789,Bldg 62 - 9355 E. Center Ave.,Apartment,42.2,98.0,215.9,80247,
denver,3113,"990 Logan Residential, LLC",Apartment,100.8,56.0,458.5,80203,
denver,2871,1311 Cook,Apartment,115.4,71.0,321.6,80206,
denver,5760,Bldg 29 - 740 S. Alton Way,Apartment,63.2,86.0,120.2,80247,
denver,2750,The Clarkson,Apartment,46.2,97.0,260.5,80218,
denver,2280,Tallmadge and Boyer Block,Apartment,0.0,0.0,0.0,80211,
denver,5033,5033 Building 8,Apartment,25.9,0.0,74.9,80123,
denver,4539,Lakes at Monaco Pointe,Apartment,83.3,44.0,2196.9,80222,
denver,2563,Halcyon House,Apartment,111.6,47.0,944.3,80202,
denver,5638,Pearl DTC - pr039,Apartment,55.9,50.0,2884.1,80237,
denver,4719,Andante at Nine Mile Station,Apartment,64.9,68.0,1170.2,80014,
denver,6122,Modera Cap Hill (md065),Apartment,64.5,72.0,1059.0,80203,
denver,6206,Flats at VillaRosso,Apartment,39.1,97.0,134.2,80237,
denver,3155,North Lincoln Midrise,Apartment,56.8,84.0,342.1,80204,
denver,2620,Spire,Apartment,38.5,93.0,3633.0,80202,
denver,3406,La Fonda Apartments,Apartment,66.4,93.0,262.1,80218-3887,
denver,5800,Bldg 55 - 9180 E. Center Ave.,Apartment,51.0,95.0,224.4,80247,
denver,3102,Beauvallon Condominium Association,Apartment,36.4,100.0,1306.1,80203,
denver,2740,Barney Ford,Apartment,74.7,42.0,531.8,80205,
denver,2900,Warren Village,Apartment,76.2,73.0,647.6,80218,
denver,1830,Phoenix on the Fax-Sherman,Apartment,52.4,79.0,288.4,80220,
denver,4448,Korsakov DaVinci Apartments,Apartment,76.8,79.0,1299.7,80222,
denver,6207,Elevate @ Pena Station - lv017,Apartment,53.2,85.0,1031.7,80249,
denver,5768,Bldg 40 - 645 S. Alton Way,Apartment,52.8,93.0,238.0,80247,
denver,4435,Lodge at Aspen Grove,Apartment,62.0,95.0,1049.3,80246,
denver,3107,Executive House Apartments,Apartment,73.4,96.0,293.2,80203,
denver,3057,THE LINCOLN AT SPEER BOULEVARD - URBAN AMERICAN MANAGEMENT,Apartment,32.8,99.0,2299.0,80204-3562,
denver,5164,South Hall Apartments,Apartment,86.2,65.0,154.5,80206,
denver,6105,The Grafton,Apartment,61.2,79.0,140.4,80218,
denver,4129,Pine Creek Apartments Bldg. 8,Apartment,107.7,15.0,255.4,80247,
denver,5660,Gateway Park,Apartment,80.3,42.0,2108.3,80239,
denver,5303,2300 Welton LLC,Apartment,51.4,64.0,1129.7,80205,
denver,6006,The Ranch at First Creek (wt100),Apartment,46.3,81.0,1613.3,80249,
denver,3733,Heritage House Apartments,Apartment,73.3,91.0,580.0,80210,
denver,5856,Little Raven,Apartment,40.6,95.0,1021.3,80202,
denver,2546,Broadway Plaza Lofts,Apartment,0.0,0.0,0.0,80205,
denver,5522,Bank Lofts (bn005),Apartment,69.7,27.0,1129.4,80202,
denver,4832,Cielo - Greystar,Apartment,79.3,48.0,1364.4,80237,
denver,2218,Blake street apartments,Apartment,58.9,58.0,601.5,80205,
